Dossier;Adresse;Nature;Relatif à;Etat;EUR;co_co;Dépôt;Recev?;RenvComm;1erAvisCE;DerAvisCE;1erRapp;DerRapp;RappCommPrev;RappComm;Comm1;CommLast;SeanPub1;Vote1;Vote2;DispVote;1erAmdtGvt;DerAmdtGvt;1erAmdtComm;DerAmdtComm;AvisCP;Publication;NbrAut;Auteurs;NbrComm;Comm;NbrPres;Pressentie;NbrRapp;Rapporteur;NbrAjPPGvt;AjAvisCHD;AjAvisCE;AjAmdtGvt;AjAmdtComm;NbrComm2;cmt_commission;cmt_commission_pressentie
7678;https://www.chd.lu/fr/dossier/7678;PL;.autorisant la participation de l'État au financement des mesures prises en charge par l'assurance maladie-maternité dans le cadre de la crise sanitaire due à la pandémie Covid-19 et modifiant la loi modifiée du 20 décembre 2019 concernant le budget des recettes et des dépenses de l'État pour l'exercice 2020;PUB_JO;;X;12.10.20;;16.10.20;17.11.20;;19.11.20;;26.11.20;26.11.20;19.11.20;26.11.20;01.12.20;01.12.20;;16.12.20;;;;;;15.12.20;1;R.Schneider (Min. Sécurité sociale);1;TESS;1;=;1;M.Di Bartolomeo;;3;1;;;2;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7666;https://www.chd.lu/fr/dossier/7666;PL;".concernant le budget des recettes et des dépenses de l'État pour l'exercice 2021 et modifiant :¯1°la loi modifiée du 7 août 1920 portant majoration des droits d'enregistrement de timbre de succession etc. ;¯2°la loi générale des impôts modifiée du 22 mai 1931 (« Abgabenordnung ») ;¯3°la loi modifiée du 27 novembre 1933 concernant le recouvrement des contributions directes des droits d'accise sur l'eau-de-vie et des cotisations d'assurance sociale ;¯4°la loi modifiée du 9 juillet 1937 sur l'impôt sur les assurances ;¯5°la loi modifiée du 1er février 1939 sur l'impôt dans l'intérêt du service d'incendie ;¯6°la loi modifiée du 28 janvier 1948 tendant à assurer la juste et exacte perception des droits d'enregistrement et de succession ;¯7°la loi modifiée du 22 juin 1963 fixant le régime des traitements des fonctionnaires de l'État ;¯8°la loi modifiée du 4 décembre 1967 concernant l'impôt sur le revenu ;¯9°la loi modifiée du 12 février 1979 concernant la taxe sur la valeur ajoutée ;¯10°la loi modifiée du 25 février 1979 concernant l'aide au logement ;¯11°la loi modifiée du 14 mai 1997 relative à la participation à des institutions financières internationales ;¯12°la loi modifiée du 27 juillet 1997 sur le contrat d'assurance ;¯13°la loi modifiée du 28 avril 1998 portant ¯a)harmonisation de l'enseignement musical dans le secteur communal ;¯b)modification de l'article 5 de la loi du 24 mai 1989 sur le contrat de travail ;¯c)modification de la loi modifiée du 22 juin 1963 fixant le régime des traitements des fonctionnaires de l'Etat ;¯14°la loi modifiée du 21 décembre 1998 concernant le budget des recettes et des dépenses de l'État pour l'exercice 1999 ;¯15°la loi modifiée du 23 décembre 2004 établissant un système d'échange de quotas d'émission de gaz à effet de serre ;¯16°la loi modifiée du 11 mai 2007 relative à la création d'une société de gestion de patrimoine familial (« SPF ») ;¯17°la loi modifiée du 16 décembre 2008 concernant l'intégration des étrangers au Grand-Duché de Luxembourg ;¯18°la loi du 19 décembre 2008 portant révision du régime applicable à certains actes de société en matière de droits d'enregistrement portant transposition de la directive 2008/7/CE du Conseil du 12 février 2008 concernant les impôts indirects frappant les rassemblements de capitaux modifiant: la loi modifiée du 7 août 1920 portant majoration des droits d'enregistrement de timbre de succession etc. la loi modifiée du 20 décembre 2002 concernant les organismes de placement collectif la loi du 22 mars 2004 relative à la titrisation la loi modifiée du 15 juin 2004 relative à la société d'investissement en capital à risque (SICAR) la loi modifiée du 13 juillet 2005 relative aux institutions de retraite professionnelle sous forme de sepcav et assep la loi du 13 février 2007 relative aux fonds d'investissement spécialisés et abrogeant la loi modifiée du 29 décembre 1971 concernant l'impôt frappant les rassemblements de capitaux dans les sociétés civiles et commerciales et portant révision de certaines dispositions législatives régissant la perception des droits d'enregistrement ;¯19°la loi modifiée du 17 décembre 2010 concernant les organismes de placement collectif ;¯20°la loi modifiée du 17 décembre 2010 fixant les droits d'accise et les taxes assimilées sur les produits énergétiques l'électricité les produits de tabacs manufacturés l'alcool et les boissons alcooliques ;¯21°la loi modifiée du 25 mars 2015 fixant le régime des traitements et les conditions et modalités d'avancement des fonctionnaires de l'Etat ;¯22°la loi du 23 juillet 2016 portant création d'un impôt dans l'intérêt des services de secours ; ¯23°la loi modifiée du 23 décembre 2016 ¯1. instituant un régime d'aides pour la promotion de la durabilité de l'utilisation rationnelle de l'énergie et des énergies renouvelables dans le domaine du logement ; ¯2. modifiant la loi modifiée du 23 décembre 2004 établissant un système d'échange de quotas d'émission de gaz à effet de serre ;¯24°la loi modifiée du 20 juillet 2017 ayant pour objet la mise en place d'un régime d'aide à l'investissement à finalité régionale ;¯25°la loi modifiée du 28 juillet 2018 relative au revenu d'inclusion sociale ¯et portant abrogation de la loi modifiée du 22 décembre 1993 ayant pour objet la relance de l'investissement dans l'intérêt du développement économique";PUB_JO;;X;14.10.20;;16.10.20;20.11.20;04.12.20;20.07.20;;;11.12.20;29.10.20;11.12.20;;17.12.20;;21.12.20;25.11.20;;;;;23.12.20;1;P.Gramegna (Min. Finances);1;FI;1;=;1;F.Benoy;;5;2;1;;2;C. Finances & Budget;C. Finances & Budget
7667;https://www.chd.lu/fr/dossier/7667;PL;.relative à la programmation financière pluriannuelle pour la période 2020-2024;PUB_JO;;X;14.10.20;;16.10.20;20.11.20;04.12.20;20.07.20;;;11.12.20;29.10.20;11.12.20;;17.12.20;;21.12.20;25.11.20;;;;;23.12.20;1;P.Gramegna (Min. Finances);1;FI;1;=;1;F.Benoy;;3;2;1;;2;C. Finances & Budget;C. Finances & Budget
7679;https://www.chd.lu/fr/dossier/7679;PL;.portant introduction de mesures temporaires relatives à l'application des articles 12 et 18 de la loi du 17 avril 2018 concernant l'aménagement du territoire dans le cadre de la lutte contre le Covid-19;PUB_JO;;X;14.10.20;;27.10.20;17.11.20;;30.11.20;;03.12.20;03.12.20;27.11.20;03.12.20;08.12.20;08.12.20;;16.12.20;;;;;;16.12.20;1;C.Turmes (Min. Aménagement Territoire);1;ECEAT;1;=;1;S.Ahmedova;;2;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7680;https://www.chd.lu/fr/dossier/7680;PL;".portant modification de :¯1° la loi modifiée du 19 mai 1999 ayant pour objet a) de réglementer l'accès au marché de l'assistance en escale à l'aéroport de Luxembourg b) de créer un cadre réglementaire dans le domaine de la sûreté de l'aviation civile et c) d'instituer une Direction de l'Aviation Civile ;¯2° la loi modifiée du 31 janvier 1948 relative à la réglementation de la navigation aérienne";PUB_JO;;X;15.10.20;;27.10.20;01.06.21;14.06.22;23.01.23;;23.02.23;27.01.23;19.01.23;23.02.23;08.02.23;09.03.23;;14.03.23;09.03.22;;;;;20.04.23;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Gary;;;2;1;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
7681;https://www.chd.lu/fr/dossier/7681;PL;.portant modification de la loi du 18 décembre 2015 relative à la protection internationale et à la protection temporaire;PUB_JO;;X;16.10.20;;27.10.20;17.11.20;;09.03.21;;20.04.21;20.04.21;08.03.21;20.04.21;28.04.21;28.04.21;;17.05.21;;;;;;01.07.21;1;J.Asselborn (Gouvernement);1;AEECA;1;=;1;Y.Cruchten;;1;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7682;https://www.chd.lu/fr/dossier/7682;PL;.portant modification de la loi modifiée du 29 août 2008 sur la libre circulation des personnes et l'immigration;PUB_JO;;X;16.10.20;;27.10.20;17.11.20;;09.03.21;;20.04.21;20.04.21;08.03.21;20.04.21;28.04.21;28.04.21;;17.05.21;;;;;;01.07.21;1;J.Asselborn (Gouvernement);1;AEECA;1;=;1;Y.Cruchten;;1;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7683;https://www.chd.lu/fr/dossier/7683;PL;".modifiant ¯1) la loi modifiée du 17 juillet 2020 portant introduction d'une série de mesures de lutte contre la pandémie Covid-19 et modifiant :¯1° la loi modifiée du 25 novembre 1975 concernant la délivrance au public des médicaments ;¯2° la loi modifiée du 11 avril 1983 portant réglementation de la mise sur le marché et de la publicité des médicaments ;¯3° la loi du 8 mars 2018 relative aux établissements hospitaliers et à la planification hospitalière ;¯2) la loi du 23 septembre 2020 portant des mesures concernant la tenue de réunions dans les sociétés et dans les autres personnes morales";PUB_JO;;X;20.10.20;;27.10.20;28.10.20;;20.10.20;;;29.10.20;26.10.20;29.10.20;28.10.20;29.10.20;;29.10.20;26.10.20;27.10.20;;;;29.10.20;1;P.Lenert (Min. Santé);1;SASP;1;=;1;M.Di Bartolomeo;;1;1;3;;2;C. Santé & Sports;C. Santé & Sports
7684;https://www.chd.lu/fr/dossier/7684;PPL;.portant dérogation temporaire à l'article 3 paragraphe 5 de la loi modifiée du 21 septembre 2006 sur le bail à usage d'habitation et modifiant certaines dispositions du Code civil;VOTE_KO;;X;21.10.20;28.10.20;28.10.20;04.12.20;;03.12.20;;;10.12.20;03.12.20;10.12.20;19.12.20;19.12.20;;;;;;;;;2;D.Wagner|M.Baum;1;LOG;;;1;D.Wagner;1;2;1;;;2;C. Logement;
7685;https://www.chd.lu/fr/dossier/7685;PPL;.du 21. octobre 2020 modifiant la loi du 8 mars 2018 relative aux établissements hospitaliers et à la planification hospitalière et supprimant la limite du nombre maximal de lits pouvant être autorisés au niveau national;COMM;;X;21.10.20;28.10.20;28.10.20;16.11.21;;;;;;;;;;;;;;;;;;1;J.Engelen;2;SASS|SASP;;;0;;1;;1;;;;C. Santé & Sécurité sociale|C. Santé & Sports;
7686;https://www.chd.lu/fr/dossier/7686;PPL;Gesetzesvirschlag Ännerung vum Art. 271 vum Code de la sécurité sociale;COMM;;X;21.10.20;28.10.20;28.10.20;16.11.21;;;;;;;;;;;;;;;;;;1;F.Kartheiser;2;FAM|FAIN;;;0;;1;;1;;;;C. Famille Solidarités Vivre ensemble Accueil Égalité genres & Diversité|C. Famille & Intégration;
7687;https://www.chd.lu/fr/dossier/7687;PPL;.portant modification de la loi du 16 juin 2017 sur l'organisation du Conseil d'Etat;RETIRE;;X;21.10.20;28.10.20;28.10.20;09.03.21;;;;;;;;;;;;;;;;;;1;L.Gloden;2;IR|INST;;;0;;1;;1;;;;C. Institutions & Révision constitutionnelle|C. Institutions;
7688;https://www.chd.lu/fr/dossier/7688;PL;".du *** portant ¯1° dérogation à l'article 27 de la loi modifiée du 6 février 2009 concernant le personnel de l'enseignement fondamental ;¯2° modification de la loi modifiée du 29 juin 2005 fixant les cadres du personnel des établissements d'enseignement secondaire ;¯3° modification de la loi modifiée du 23 juillet 2016 portant création d'une réserve nationale des employés enseignants des lycées";PUB_JO;;X;26.10.20;;27.10.20;28.10.20;;27.10.20;;;28.10.20;28.10.20;28.10.20;28.10.20;28.10.20;;29.10.20;;;;;;29.10.20;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);1;ENEJER;1;=;1;G.Baum;;;1;;;1;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7689;https://www.chd.lu/fr/dossier/7689;PL;.portant dérogation temporaire à l'article L. 211-12 du Code du travail;PUB_JO;;X;27.10.20;;27.10.20;28.10.20;;;;;28.10.20;;;28.10.20;28.10.20;;29.10.20;;;;;;29.10.20;1;D.Kersch (Min. Travail Emploi & Economie sociale & solidaire);1;TESS;1;=;0;;;1;1;;;;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7690;https://www.chd.lu/fr/dossier/7690;PL;".portant modification:¯1° de la loi modifiée du 24 juin 2020 portant introduction de mesures temporaires relatives à la loi communale modifiée du 13 décembre 1988 et à la loi modifiée du 27 mars 2018 portant organisation de la sécurité civile dans le cadre de la lutte contre la Covid-19 ; ¯2° de la loi modifiée du 24 juin 2020 portant introduction d'une mesure temporaire relative à l'application de l'article 12 de la loi modifiée du 19 juillet 2004 concernant l'aménagement communal et le développement urbain dans le cadre de la lutte contre la Covid-19";PUB_JO;;X;02.11.20;;09.11.20;17.11.20;11.12.20;;;;15.12.20;26.11.20;15.12.20;17.12.20;17.12.20;;21.12.20;;;02.12.20;;;21.12.20;1;T.Bofferding (Min. Intérieur);1;AIEFH;1;=;0;;;;2;;1;2;C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
7691;https://www.chd.lu/fr/dossier/7691;PL;".portant modification¯1° du Code de procédure pénale;¯2° du Nouveau Code de procédure civile;¯3° de la loi modifiée du 7 juillet 1971 portant en matière répressive et administrative institution d'experts de traducteurs et d'interprètes assermentés et complétant les dispositions légales relatives à l'assermentation des experts traducteurs et interprètes;¯4° de la loi modifiée du 9 décembre 1976 relative à l'organisation du notariat;¯5° de la loi modifiée du 20 avril 1977 relative à l'exploitation des jeux de hasard et des paris relatifs aux épreuves sportives;¯6° de la loi du 30 décembre 1981 portant indemnisation en cas de détention préventive inopérante;¯7° de la loi modifiée du 12 mars 1984 relative à l'indemnisation de certaines victimes de dommages corporels résultant d'une infraction et à la répression de l'insolvabilité frauduleuse;¯8° de la loi modifiée du 4 décembre 1990 portant organisation du service des huissiers de justice;¯9° de la loi du 31 janvier 1998 portant agrément des services d'adoption et définition des obligations leur incombant;¯10° de la loi du 12 novembre 2002 relative aux activités privées de gardiennage et de surveillance";PUB_JO;;X;02.11.20;;09.11.20;26.10.21;11.07.23;11.11.20;;;17.07.23;11.11.20;17.07.23;19.07.23;19.07.23;;21.07.23;;;21.07.22;21.06.23;;18.08.23;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;;3;;2;2;C. Justice;C. Justice
7692;https://www.chd.lu/fr/dossier/7692;PL;".portant modification ¯1. de la loi du 23 septembre 2020 portant des mesures concernant la tenue de réunions dans les sociétés et dans les autres personnes morales et ¯2. de la loi du 20 juin 2020 portant¯1°prorogation de mesures concernant¯a) la tenue d'audiences publiques pendant l'état de crise devant les juridictions dans les affaires soumises à la procédure écrite ;¯b) certaines adaptations de la procédure de référé exceptionnel devant le juge aux affaires familiales ;¯c) la suspension des délais en matière juridictionnelle et¯d) d'autres modalités procédurales ;¯2° dérogation temporaire aux articles 74 à 76 et 83 de la loi modifiée du 9 décembre 1976 relative à l'organisation du notariat ;¯3° dérogation temporaire aux articles 15 et 16 de la loi modifiée du 10 août 1991 sur la profession d'avocat ; et¯4° modification de l'article 89 de la loi modifiée du 8 mars 2017 sur la nationalité luxembourgeoise et portant suspension du délai prévu à l'article 55 du Code civil";PUB_JO;;X;02.11.20;;09.11.20;17.11.20;;18.11.20;;25.11.20;24.11.20;18.11.20;24.11.20;25.11.20;25.11.20;;26.11.20;;;;;;25.11.20;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;1;1;;;2;C. Justice;C. Justice
7693;https://www.chd.lu/fr/dossier/7693;PL;.relatif à la construction d'infrastructures d'accueil pour enfants et jeunes à Pétange;PUB_JO;;X;03.11.20;;09.11.20;04.12.20;;14.01.21;;04.02.21;05.02.21;14.01.21;04.02.21;11.02.21;11.02.21;;22.02.21;;;;;;17.03.21;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Back;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
7694;https://www.chd.lu/fr/dossier/7694;PL;".modifiant¯1) la loi modifiée du 17 juillet 2020 portant introduction d'une série de mesures de lutte contre la pandémie Covid-19 et modifiant :¯1° la loi modifiée du 25 novembre 1975 concernant la délivrance au public des médicaments; ¯2° la loi modifiée du 11 avril 1983 portant réglementation de la mise sur le marché et de la publicité des médicaments ;¯3° la loi du 8 mars 2018 relative aux établissements hospitaliers et à la planification hospitalière ;¯4° la loi du 23 septembre 2020 portant des mesures concernant la tenue de réunions dans les sociétés et dans les autres personnes morales ;¯2) la loi modifiée du 10 décembre 2009 relative à l'hospitalisation sans leur consentement de personnes atteintes de troubles mentaux";PUB_JO;;X;04.11.20;;09.11.20;17.11.20;23.11.20;18.11.20;;;25.11.20;06.11.20;24.11.20;25.11.20;25.11.20;;26.11.20;17.11.20;;;;;25.11.20;1;P.Lenert (Min. Santé);1;SASP;1;=;1;M.Di Bartolomeo;;1;2;1;;2;C. Santé & Sports;C. Santé & Sports
7695;https://www.chd.lu/fr/dossier/7695;PL;.modifiant la loi du 4 décembre 2019 relative à l'Office du Ducroire Luxembourg;PUB_JO;;X;05.11.20;;09.11.20;01.12.20;;20.11.20;;;04.12.20;20.11.20;04.12.20;10.12.20;10.12.20;;16.12.20;;;;;;17.12.20;1;P.Gramegna (Min. Finances);1;FI;1;=;1;A.Bauler;;1;1;;;2;C. Finances & Budget;C. Finances & Budget
7696;https://www.chd.lu/fr/dossier/7696;PRGD;.modifiant le règlement grand-ducal modifié du 14 novembre 2016 concernant la protection des salariés contre les risques liés à l'exposition à des agents cancérigènes ou mutagènes au travail;PUB_JO;OUI;X;09.11.20;;12.11.20;18.02.21;;;;;;25.02.21;04.03.21;;;;;;;;;04.03.21;19.03.21;1;D.Kersch (Min. Travail Emploi & Economie sociale & solidaire);1;TESS;1;=;0;;1;2;1;;;2;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7697;https://www.chd.lu/fr/dossier/7697;PRGD;.modifiant le règlement grand-ducal modifié du 14 novembre 2016 concernant la protection de la sécurité et de la santé des salariés contre les risques liés à des agents chimiques sur le lieu de travail;PUB_JO;OUI;X;09.11.20;;12.11.20;18.02.21;;;;;;25.02.21;04.03.21;;;;;;;;;04.03.21;22.03.21;1;D.Kersch (Min. Travail Emploi & Economie sociale & solidaire);1;TESS;1;=;0;;1;1;1;;;2;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7698;https://www.chd.lu/fr/dossier/7698;PL;.portant modification de la loi du 20 juin 2020 portant introduction d'un congé pour soutien familial dans le cadre de la lutte contre la pandémie Covid-19;PUB_JO;;X;10.11.20;;12.11.20;17.11.20;;;;;18.11.20;18.11.20;18.11.20;19.11.20;19.11.20;;20.11.20;;;;;;23.11.20;1;C.Cahen (Min. Famille & Intégration);1;FAIN;1;=;0;;;3;1;;;1;C. Famille & Intégration;C. Famille & Intégration
7699;https://www.chd.lu/fr/dossier/7699;PL;.modifiant la loi modifiée du 19 décembre 2008¯a) relative aux piles et accumulateurs ainsi qu'aux déchets de piles et d'accumulateurs¯b) modifiant la loi modifiée du 17 juin 1994 relative à la prévention et à la gestion des déchets;PUB_JO;OUI;X;10.11.20;;12.11.20;22.06.21;18.01.22;27.10.21;;22.04.22;22.04.22;27.10.21;22.04.22;27.04.22;27.04.22;;10.05.22;;;28.10.21;;;10.06.22;1;C.Dieschbourg (Min. Environnement Climat & Développement durable);1;ECEAT;1;=;1;F.Benoy;;4;2;;1;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
